gender,age
M,64
 ,48
 ,34
F,8
M,19
F,66
F,18
F,68
 ,33
F,35
 ,7
 ,36
M,21
F,82
M,2
F,43
M,62
F,21
 ,41
M,39
 ,31
F,44
M,42
 ,50
M,30
M,64
F,38
 ,34
F,52
M,32
 ,43
M,69
F,69
M,43
 ,24
 ,25
F,20
 ,55
M,18
M,48
M,18
F,84
M,88
 ,38
F,18
F,34
 ,37
F,61
F,67
 ,43
F,3
F,56
M,34
M,19
 ,26
F,36
M,37
F,14
M,6
M,58
M,24
 ,27
 ,52
 ,57
F,55
F,31
M,48
F,21
M,57
M,42
 ,48
F,60
F,56
M,39
M,74
M,21
M,64
F,75
M,34
F,2
M,65
F,11
F,3
M,11
 ,36
 ,37
F,57
M,42
F,56
F,20
F,76
 ,41
 ,32
F,36
 ,19
M,64
F,37
F,31
M,3
M,32
F,64
F,20
 ,50
 ,56
F,38
F,53
M,16
F,68
 ,63
M,37
 ,40
 ,33
F,25
F,18
M,23
F,67
 ,20
F,15
 ,70
F,33
 ,66
 ,23
F,41
M,15
F,33
 ,22
 ,37
M,44
 ,38
F,27
M,30
M,18
F,7
M,24
F,79
 ,72
 ,9
 ,23
 ,39
M,72
F,44
 ,32
M,55
M,16
M,16
 ,60
M,21
F,88
 ,22
M,57
F,57
F,50
 ,44
 ,40
 ,42
F,54
M,27
F,36
 ,27
F,77
M,20
 ,24
F,23
 ,59
 ,44
M,20
M,23
 ,43
M,27
F,38
 ,58
M,38
 ,13
F,32
F,18
M,56
M,67
 ,27
 ,47
 ,42
M,27
M,2
M,20
M,40
F,53
M,35
F,70
F,18
M,44
F,44
M,46
M,27
 ,31
M,20
M,8
F,51
M,37
M,41
F,60
 ,38
F,31
F,65
M,40
 ,31
 ,25
M,84
 ,54
 ,22
F,18
F,8
M,21
F,55
M,58
M,29
M,70
F,22
F,27
F,79
F,8
F,17
F,54
F,17
M,35
F,60
M,18
M,16
M,31
 ,45
 ,26
F,27
M,42
M,56
M,6
M,27
F,55
M,66
M,19
F,52
M,17
M,63
F,39
 ,38
F,24
F,22
 ,67
M,16
F,18
M,16
F,7
M,18
M,45
M,22
F,17
F,33
M,58
F,64
 ,67
F,54
M,33
 ,20
M,28
F,63
F,77
M,37
M,20
M,16
 ,32
 ,36
M,22
F,22
 ,23
 ,37
 ,65
M,27
F,45
F,27
F,20
M,31
M,22
F,44
M,37
F,26
M,14
F,51
 ,29
F,22
M,35
M,62
M,31
 ,39
 ,65
M,24
F,65
M,14
F,10
 ,64
M,32
 ,33
 ,46
 ,49
M,3
M,18
F,35
M,47
F,28
F,8
F,39
M,21
F,57
 ,55
 ,17
 ,63
F,32
F,71
M,44
 ,31
 ,51
 ,26
F,54
M,2
F,62
M,80
F,38
F,32
F,47
M,7
F,77
F,22
F,69
M,34
M,7
M,43
M,27
F,72
F,50
M,56
M,27
M,20
M,62
F,58
F,23
M,33
 ,56
F,47
F,48
M,39
F,23
 ,58
F,42
M,74
F,54
F,37
F,52
F,46
F,21
F,35
M,12
M,51
F,30
M,37
M,52
M,41
 ,41
F,63
M,12
F,10
M,13
F,61
M,41
M,22
 ,36
M,14
F,10
M,45
M,79
F,77
M,30
M,39
F,77
F,32
F,43
M,24
M,75
M,37
F,24
M,35
 ,43
M,52
F,63
M,61
M,33
F,32
M,67
M,40
F,49
F,59
M,36
M,69
F,69
F,54
M,62
F,99
F,46
F,28
F,67
F,71
F,44
M,81
F,72
M,64
M,44
F,81
M,68
M,63
M,58
F,76
M,80
F,58
F,71
M,83
F,24
F,70
M,70
F,60
F,69
F,35
M,28
F,70
F,39
F,25
F,37
F,51
M,75
M,40
F,41
F,49
F,56
M,23
F,75
F,64
M,45
 ,51
F,20
F,52
M,59
F,79
M,41
M,64
M,30
F,79
M,60
M,65
F,44
F,51
F,22
F,54
 ,46
F,89
M,45
F,61
M,37
M,55
F,71
M,29
M,56
F,60
F,29
M,50
F,36
M,40
M,30
F,56
F,36
M,61
F,22
F,27
M,28
F,62
M,60
M,17
F,54
M,39
M,55
M,41
M,57
F,30
F,42
F,40
F,39
F,61
M,67
F,62
M,37
F,57
F,27
F,19
F,52
F,46
F,46
M,70
F,74
M,75
F,41
M,64
M,10
M,27
F,64
M,52
 ,62
F,46
M,16
F,26
F,44
M,47
M,62
F,61
F,40
F,73
F,77
M,42
M,30
M,44
M,65
M,71
F,80
M,62
 ,87
F,42
M,22
F,33
 ,84
 ,53
M,10
M,20
F,43
F,19
M,21
M,50
F,37
F,69
F,11
F,41
M,63
F,58
 ,40
 ,47
 ,79
F,76
 ,31
F,58
M,56
M,30
M,44
F,49
M,55
M,26
M,79
F,46
M,50
M,61
F,62
F,28
M,73
F,70
F,31
M,39
M,72
M,13
F,19
F,72
F,43
F,67
F,43
M,33
M,67
M,51
F,61
M,40
M,17
F,78
F,57
M,23
M,29
M,21
F,25
M,34
M,44
F,45
M,45
F,30
 ,46
M,47
F,30
F,56
M,29
M,11
M,66
 ,32
F,31
M,61
M,63
F,11
O,41
F,31
F,34
M,15
M,20
F,29
F,54
M,60
M,53
M,53
M,20
M,22
M,83
M,28
F,27
F,31
 ,54
M,43
F,12
M,32
F,42
M,54
M,30
F,55
M,53
F,30
M,31
M,41
 ,31
M,41
M,21
F,31
M,20
M,20
F,74
F,55
M,44
M,46
F,74
O,40
F,47
M,45
M,48
M,32
F,58
M,31
M,43
F,27
F,25
M,45
M,12
F,78
F,38
F,35
M,78
F,54
F,32
M,75
F,13
M,55
M,74
M,15
F,58
M,57
F,80
M,40
M,73
O,40
F,38
F,65
M,56
F,28
F,68
M,38
F,43
F,63
 ,32
M,62
M,49
M,61
 ,31
M,41
M,61
F,46
F,83
F,67
F,63
M,49
M,62
M,78
F,36
M,77
M,33
F,72
M,82
M,61
 ,48
M,51
M,67
F,41
M,40
M,34
F,48
M,77
F,32
F,44
F,16
M,71
F,68
M,71
F,34
M,33
M,43
M,23
F,37
M,71
M,31
F,61
F,53
F,44
M,44
M,49
F,55
M,39
F,69
M,44
M,66
M,58
F,56
F,35
M,66
M,31
F,33
M,47
M,15
M,15
M,62
M,80
M,80
F,68
M,63
M,56
 ,62
F,71
F,70
M,48
M,74
M,37
M,41
F,55
M,70
M,56
M,61
 ,57
M,64
M,31
M,76
M,68
M,66
M,65
M,67
M,80
M,71
F,57
F,56
F,56
F,75
F,78
M,53
F,52
F,69
F,62
F,59
F,78
F,77
 ,72
F,78
F,70
F,67
M,78
F,52
F,70
M,69
 ,99
F,63
M,32
F,83
F,80
 ,93
F,60
F,56
F,60
F,57
M,72
F,70
F,34
M,38
M,75
F,71
F,43
F,56
F,84
 ,81
M,32
M,34
 ,52
M,60
M,53
M,68
F,92
F,84
F,88
F,94
M,78
M,63
M,55
M,84
M,81
M,79
F,64
F,54
F,68
M,74
M,73
M,55
M,72
M,84
M,71
M,73
M,76
M,79
M,84
F,77
F,78
M,59
M,81
M,59
 ,79
M,75
F,61
M,54
M,65
M,62
M,81
F,51
F,74
 ,75
F,95
F,88
M,52
M,75
M,75
M,86
F,80
F,59
F,74
 ,67
F,76
F,75
M,69
M,71
M,75
M,65
F,58
 ,73
F,85
F,87
F,51
M,88
F,92
F,94
 ,72
 ,39
M,42
M,56
M,68
M,46
M,65
F,42
F,85
F,80
F,77
F,54
F,64
F,75
F,66
F,66
F,75
F,76
F,43
M,58
M,62
M,69
F,53
M,75
M,94
F,82
M,36
F,63
F,73
F,72
F,87
F,74
F,79
F,90
F,77
F,79
F,77
M,75
F,33
F,96
F,75
F,70
F,58
F,69
 ,81
F,63
F,58
F,64
 ,68
F,77
F,80
F,81
F,78
F,77
F,42
F,42
M,69
M,88
 ,61
M,81
M,77
F,46
M,68
M,58
F,65
F,63
M,66
M,40
M,59
M,34
M,60
M,94
F,56
M,73
 ,88
F,38
F,71
F,80
F,41
F,79
F,64
F,52
F,74
F,83
F,83
F,84
F,85
M,35
M,100
M,83
M,70
 ,66
M,70
M,76
M,68
M,72
M,73
M,70
M,77
F,78
 ,49
M,39
F,35
F,53
F,53
F,40
M,56
M,74
M,76
F,77
F,48
F,76
M,75
M,46
M,68
M,42
M,51
M,53
M,37
F,70
F,87
F,70
F,70
M,53
M,65
M,71
M,80
M,75
M,81
M,78
M,63
M,68
M,74
M,0
F,81
F,96
F,82
M,63
M,65
M,91
M,43
M,77
 ,62
M,75
 ,67
M,73
F,81
M,61
F,91
F,83
M,60
M,87
M,87
M,50
F,87
F,77
M,71
M,96
M,91
M,91
F,70
F,68
M,80
M,97
M,54
M,45
M,78
M,79
M,54
M,44
M,58
F,80
 ,70
F,49
M,69
F,81
 ,39
F,47
F,96
M,81
M,83
M,94
 ,66
M,77
M,48
M,64
F,70
M,68
F,79
M,62
 ,73
F,72
F,64
 ,75
F,55
M,56
M,67
M,78
M,68
M,80
M,52
M,72
M,78
M,83
 ,70
 ,61
F,63
F,44
M,75
 ,72
M,52
M,80
M,66
M,62
M,39
F,73
F,68
M,41
M,68
 ,59
M,53
M,47
M,45
F,81
F,59
M,64
F,60
F,71
M,81
F,78
M,56
F,68
F,83
F,92
M,75
F,71
M,77
M,61
M,62
M,33
M,42
M,57
M,68
M,53
F,71
F,68
F,82
F,80
F,79
F,91
F,42
F,41
M,79
F,44
F,67
F,44
F,52
F,64
F,49
M,34
M,55
M,67
M,65
F,45
F,43
F,89
F,83
M,81
F,71
M,72
M,41
M,49
M,55
F,84
 ,47
F,18
F,62
M,46
M,31
 ,40
 ,37
M,1
M,35
M,34
 ,2
M,15
F,22
 ,19
F,33
 ,30
F,36
M,57
F,20
M,22
F,14
M,41
F,41
M,20
 ,23
M,54
M,45
F,78
F,46
 ,46
 ,26
F,39
F,36
 ,39
F,66
F,39
M,44
M,25
M,17
 ,66
 ,33
F,53
F,76
 ,50
 ,22
 ,58
F,16
F,23
M,37
 ,21
 ,19
F,75
 ,42
 ,31
 ,33
M,31
 ,15
 ,17
 ,29
 ,33
 ,34
 ,39
M,2
M,51
M,17
 ,21
M,20
F,24
F,81
 ,37
 ,37
 ,35
M,19
F,74
 ,35
 ,65
 ,70
F,13
M,23
 ,45
F,31
M,34
F,48
M,49
F,13
 ,12
F,39
F,23
F,81
F,18
M,20
M,8
F,72
F,50
F,27
F,50
M,27
 ,40
F,38
M,55
 ,35
M,42
 ,26
M,20
M,31
M,24
F,48
 ,22
 ,46
M,55
F,55
F,18
M,24
M,28
F,66
M,22
M,46
M,23
 ,18
F,16
 ,66
M,50
M,47
 ,24
F,20
M,25
 ,43
 ,28
 ,37
 ,30
M,65
 ,28
F,19
 ,26
 ,28
M,22
F,14
M,65
 ,25
M,21
M,25
F,19
 ,63
 ,17
 ,52
 ,36
M,6
 ,19
 ,18
 ,69
 ,48
M,47
M,23
 ,20
F,61
F,24
F,36
F,42
F,71
M,67
M,52
F,3
F,39
M,40
 ,42
M,43
F,37
F,14
M,38
 ,39
F,53
M,56
M,29
 ,22
M,49
F,49
M,30
M,26
M,55
M,22
M,72
M,66
M,67
M,64
F,27
F,57
F,35
F,27
M,3
M,20
 ,71
 ,18
F,19
F,70
M,45
F,74
F,71
F,29
 ,29
M,42
 ,43
M,45
F,64
F,3
F,62
 ,22
 ,62
M,8
M,52
F,71
 ,26
 ,38
 ,27
M,5
 ,22
M,68
 ,34
 ,67
 ,61
M,40
M,33
F,3
 ,74
 ,51
F,34
F,23
F,39
M,29
F,22
M,53
M,57
F,78
 ,62
F,62
 ,46
M,27
F,48
F,64
F,31
M,58
F,46
F,41
F,45
F,30
M,26
 ,72
F,26
 ,57
F,42
F,44
 ,45
M,72
 ,3
F,40
M,25
 ,30
M,21
F,88
F,51
M,32
M,67
M,25
F,39
M,66
M,46
 ,37
F,58
F,38
M,29
M,19
 ,54
 ,26
 ,51
 ,70
M,29
M,56
F,36
M,21
F,89
M,43
M,43
M,55
 ,57
M,43
F,40
F,44
 ,12
M,23
 ,57
M,67
M,8
M,10
M,56
F,41
M,37
F,35
M,36
M,29
F,76
M,48
 ,34
 ,32
 ,35
M,77
M,61
M,5
F,33
M,11
M,18
F,42
F,42
M,68
F,17
F,13
M,20
 ,42
 ,40
M,44
M,3
M,71
F,23
F,68
 ,20
M,27
M,23
F,28
M,66
F,62
 ,12
F,66
F,70
 ,49
M,15
F,9
M,32
M,18
M,71
 ,19
 ,26
M,38
 ,19
M,45
 ,18
M,21
F,19
F,53
F,19
 ,55
F,63
F,61
M,18
F,55
F,31
F,61
 ,61
F,27
 ,23
 ,31
M,22
M,25
F,34
F,29
M,67
F,67
M,49
 ,32
 ,30
F,39
F,70
 ,26
M,68
F,57
F,67
F,38
 ,7
 ,42
 ,46
M,75
 ,46
 ,62
 ,50
F,78
M,43
 ,21
F,38
F,39
F,46
F,27
 ,18
M,55
F,19
 ,38
M,10
 ,70
F,22
F,46
 ,53
F,19
F,21
 ,62
 ,66
 ,21
M,25
M,25
F,60
 ,28
M,71
M,21
M,64
M,25
F,39
F,21
F,25
M,27
 ,26
M,39
M,21
F,24
 ,50
 ,37
M,55
F,17
M,55
M,79
M,5
M,88
M,64
 ,42
M,24
F,39
 ,27
M,73
F,25
F,43
 ,29
 ,27
M,33
F,24
M,45
 ,11
 ,26
 ,22
M,24
F,26
M,19
 ,79
M,52
F,31
F,16
 ,18
F,31
F,42
M,22
F,52
F,19
F,16
F,22
 ,75
 ,57
 ,72
M,13
M,41
 ,32
F,33
M,18
F,69
F,3
F,74
 ,78
F,12
M,42
F,44
 ,28
M,33
M,62
 ,39
 ,37
M,48
F,3
 ,31
 ,64
M,52
 ,64
F,28
M,20
 ,25
M,22
M,64
M,45
 ,19
M,55
F,61
M,62
 ,55
M,40
F,30
 ,57
F,36
F,72
M,20
F,6
F,82
M,37
F,59
M,55
M,42
F,20
F,87
 ,21
F,58
F,12
M,19
F,11
F,30
F,38
 ,56
M,46
M,37
 ,33
 ,71
 ,25
F,64
F,3
F,41
 ,64
 ,45
F,78
F,33
M,70
M,62
F,43
 ,42
 ,65
M,45
F,4
F,30
M,7
M,15
M,39
F,56
F,7
M,9
F,70
M,39
M,64
M,52
M,34
 ,53
M,67
M,49
M,17
F,46
 ,46
M,48
M,71
M,24
F,4
F,60
F,61
M,81
M,35
 ,45
F,24
F,19
M,23
F,57
F,18
F,82
M,83
M,38
M,22
 ,12
M,22
M,21
M,43
 ,62
F,70
F,51
M,22
 ,26
F,59
 ,21
 ,67
 ,38
 ,29
M,31
M,75
M,56
F,42
M,35
M,52
F,28
M,40
M,16
F,41
F,71
 ,62
 ,58
 ,68
 ,22
M,40
F,53
M,27
M,16
M,46
F,54
M,58
M,41
 ,47
F,49
F,52
F,43
F,54
F,39
F,38
 ,4
 ,22
F,4
F,73
 ,44
F,38
 ,38
 ,35
M,50
M,64
M,23
 ,53
 ,60
F,20
 ,24
F,70
F,51
M,66
M,61
M,37
F,75
F,49
 ,51
M,50
M,28
M,70
F,69
F,81
M,38
F,57
 ,42
F,51
F,56
M,32
F,80
M,48
F,72
M,24
F,20
F,67
M,59
 ,33
F,32
M,49
M,30
F,43
F,59
 ,42
F,40
 ,33
 ,31
F,48
M,47
M,63
M,50
M,81
F,50
F,49
M,81
M,64
F,44
M,47
M,57
M,70
 ,67
M,35
F,35
F,21
M,49
F,33
M,52
M,48
M,39
M,44
F,61
F,37
F,65
M,47
M,66
M,64
M,23
M,44
M,37
M,42
M,42
 ,53
F,58
M,37
F,78
F,23
F,39
F,16
M,34
M,36
M,35
M,41
M,41
M,34
M,41
F,62
M,78
 ,43
M,37
F,70
F,29
F,75
F,33
M,35
 ,38
M,17
M,73
M,27
 ,36
F,66
M,56
 ,56
M,73
F,39
M,45
M,25
M,35
F,47
M,52
F,64
M,73
M,24
F,26
M,58
F,56
M,70
M,46
M,19
M,39
F,48
F,75
F,45
F,67
F,71
M,55
F,70
F,46
M,72
M,62
 ,58
F,39
M,49
F,41
M,85
F,69
M,53
 ,59
 ,35
M,46
F,51
M,45
F,36
M,50
M,39
M,40
F,39
F,36
M,58
F,54
F,74
F,23
F,37
F,61
M,60
M,92
F,42
M,83
F,80
M,60
M,49
M,79
F,73
F,70
F,52
M,81
F,38
F,38
M,69
F,43
F,58
M,77
M,73
M,80
F,65
M,66
F,71
F,97
M,59
M,68
M,83
F,41
M,67
M,72
M,28
M,77
F,34
F,45
F,42
 ,79
F,73
M,83
 ,46
M,36
O,53
M,53
F,39
 ,77
F,67
F,33
M,77
F,65
M,38
 ,66
F,70
M,69
M,68
F,69
F,61
M,49
 ,52
M,87
M,54
F,53
M,55
M,73
M,74
F,56
F,64
F,50
F,40
M,75
M,60
M,40
M,36
F,41
M,49
F,73
M,29
M,52
M,75
M,36
M,38
M,23
M,39
F,63
M,69
M,45
F,38
F,52
M,83
M,39
F,49
M,62
M,46
M,74
M,29
F,25
M,36
F,72
M,47
M,70
F,85
F,51
M,39
M,80
M,60
M,65
F,34
F,40
F,21
F,45
M,33
F,41
M,40
F,90
F,52
 ,74
M,63
M,52
F,54
F,80
M,56
M,59
F,74
F,27
F,83
F,45
M,42
F,52
M,78
F,84
M,57
F,62
M,59
F,46
M,65
F,87
F,45
M,39
F,67
F,59
F,54
M,56
F,62
F,49
F,93
F,84
M,59
F,52
F,72
F,52
 ,42
M,23
 ,31
F,62
M,62
M,73
F,26
F,66
M,83
M,43
F,51
M,76
F,59
F,66
F,42
F,93
 ,53
M,40
F,40
M,82
F,40
F,69
F,60
F,56
F,80
M,81
F,71
F,55
F,62
F,47
M,61
M,48
F,78
M,71
F,43
M,81
M,48
M,73
F,62
F,71
F,53
M,52
M,24
F,69
M,73
M,71
M,79
F,57
F,67
F,66
M,70
F,75
M,82
M,43
F,61
F,62
M,94
M,69
M,63
M,32
M,74
M,25
F,75
F,41
 ,65
F,81
O,25
F,63
M,67
F,33
M,64
F,51
F,58
M,44
F,75
F,46
F,70
F,42
 ,69
F,80
M,83
M,68
F,53
M,67
F,81
 ,58
F,77
 ,74
F,25
F,51
M,75
M,40
F,96
F,26
F,49
M,63
F,31
F,69
M,70
M,55
M,61
F,63
F,65
F,60
M,75
M,48
M,59
M,63
 ,33
F,95
M,49
F,48
 ,29
M,57
 ,73
F,39
M,27
F,33
M,45
M,32
M,59
 ,65
 ,53
F,51
M,53
F,39
M,67
F,39
F,74
M,72
M,32
F,79
M,63
F,87
 ,65
M,33
 ,39
M,88
F,75
M,75
M,84
F,64
M,46
M,55
M,37
M,45
F,73
F,57
F,53
F,54
F,68
F,67
F,40
 ,74
F,72
F,77
M,50
 ,84
F,74
M,15
F,16
F,39
M,48
F,19
M,19
M,17
F,46
M,24
M,39
 ,51
M,30
F,42
M,41
F,17
 ,29
 ,6
 ,16
F,74
F,15
M,14
M,47
 ,18
F,42
 ,46
 ,18
M,23
 ,27
 ,51
 ,21
 ,26
F,42
M,21
 ,36
F,58
 ,63
 ,22
 ,55
M,42
F,26
F,14
F,26
 ,34
M,49
 ,47
 ,30
M,25
M,40
 ,40
 ,39
M,37
F,34
 ,18
M,54
M,37
F,18
 ,48
 ,33
M,64
M,35
 ,41
F,42
M,68
M,61
F,18
M,54
F,25
M,45
F,68
F,33
F,58
F,39
 ,52
F,50
F,32
 ,75
 ,27
F,33
F,33
 ,29
M,29
M,23
F,56
M,19
 ,23
M,35
 ,58
M,69
F,44
F,65
M,35
 ,34
M,51
F,50
F,17
M,39
 ,26
M,41
 ,47
 ,46
M,38
F,37
M,59
F,18
M,35
M,53
 ,63
F,25
F,42
M,75
M,16
M,31
 ,5
F,30
F,24
M,2
M,50
M,36
M,69
 ,25
F,22
F,23
M,26
F,25
M,40
M,23
M,77
 ,58
 ,31
M,40
F,41
F,49
M,54
F,36
M,17
F,34
F,20
F,41
F,24
 ,21
M,23
 ,62
M,24
 ,53
 ,62
M,72
M,67
M,28
F,34
M,10
 ,21
 ,75
 ,46
M,34
 ,26
F,39
F,24
 ,30
M,24
F,42
 ,7
F,36
F,28
M,25
F,31
 ,82
M,27
F,24
 ,19
 ,43
M,39
F,38
 ,30
M,44
M,25
M,17
 ,82
 ,19
M,26
 ,3
M,34
 ,46
M,25
M,46
F,55
F,66
M,22
M,48
M,34
M,32
M,17
M,19
M,49
F,45
F,25
F,20
M,23
M,37
 ,30
M,19
M,38
M,44
 ,19
F,19
M,34
F,26
M,78
F,33
M,36
M,62
M,41
F,63
F,38
F,70
 ,34
F,32
 ,29
M,46
M,75
M,20
M,78
 ,62
F,16
 ,46
M,53
M,49
M,33
F,69
 ,10
F,63
M,29
 ,39
M,52
M,54
M,38
M,28
F,18
 ,21
M,42
 ,30
 ,24
F,61
F,69
 ,27
F,91
F,17
 ,65
 ,54
 ,19
M,38
 ,41
M,17
 ,20
F,35
 ,20
M,15
F,52
M,27
M,51
 ,48
M,22
F,58
 ,20
F,26
M,49
F,47
F,49
 ,18
 ,23
F,34
 ,42
F,36
M,40
 ,32
M,34
 ,10
M,55
M,47
 ,46
M,29
 ,25
 ,24
M,45
F,43
M,11
F,20
 ,19
 ,21
 ,30
F,29
M,23
M,66
F,20
 ,55
M,61
M,55
F,43
M,26
 ,33
M,43
 ,51
M,51
M,74
M,68
 ,81
 ,81
M,41
M,74
M,38
M,63
 ,36
M,63
M,69
F,67
F,36
F,69
 ,42
 ,16
M,48
M,20
F,43
 ,28
F,23
M,39
M,42
F,54
F,63
M,50
 ,69
M,41
F,22
 ,44
 ,34
 ,23
F,47
 ,40
 ,25
F,33
 ,38
F,17
 ,25
M,71
M,64
F,71
F,28
 ,37
F,15
F,63
M,47
 ,69
M,43
F,39
M,52
M,39
 ,22
M,27
F,52
M,24
 ,55
M,8
 ,28
F,64
M,41
 ,50
F,41
F,37
M,57
F,53
F,32
F,37
F,71
M,47
F,38
M,40
F,38
F,18
M,57
F,37
M,80
 ,74
M,40
F,63
M,46
M,38
M,22
M,47
F,47
M,22
M,36
M,43
 ,25
F,22
F,20
M,74
M,79
 ,60
 ,77
F,39
M,61
M,23
F,42
 ,61
 ,22
F,36
M,11
F,27
 ,75
F,55
F,39
 ,80
M,28
 ,64
M,65
 ,11
 ,20
M,28
M,25
F,47
 ,18
M,28
F,89
M,39
F,60
F,74
F,22
M,82
 ,64
F,70
 ,70
 ,20
M,26
F,56
M,43
M,67
F,58
M,34
M,16
 ,67
 ,57
 ,64
F,36
F,45
M,32
M,48
 ,49
 ,64
F,23
M,69
 ,63
 ,6
 ,26
M,13
 ,28
F,75
 ,22
 ,23
M,73
F,22
M,27
M,36
 ,71
F,65
M,12
M,69
 ,53
 ,41
 ,33
M,53
F,25
F,56
F,36
F,41
F,24
M,24
M,63
M,34
F,22
F,64
 ,19
M,61
F,19
M,37
F,35
M,57
 ,56
F,45
 ,43
 ,40
M,5
 ,46
M,23
 ,56
M,11
F,18
F,49
M,36
 ,28
M,32
 ,22
M,36
 ,66
F,36
M,36
 ,26
M,74
 ,14
M,64
F,57
F,28
 ,42
F,33
 ,33
 ,31
M,34
M,63
F,44
M,40
M,46
 ,28
M,64
 ,23
F,28
M,54
 ,72
M,22
F,68
F,46
 ,42
M,17
M,38
 ,14
F,22
F,16
M,28
F,75
F,60
M,5
M,37
 ,27
 ,62
F,22
F,57
 ,37
M,66
 ,43
F,4
M,40
M,39
M,25
M,26
F,24
 ,35
 ,53
F,50
F,59
F,15
 ,5
M,43
F,88
 ,49
 ,42
F,30
 ,63
F,46
F,5
M,60
F,34
F,39
F,11
F,63
M,54
F,69
 ,37
 ,57
F,46
M,37
F,48
M,43
M,74
F,67
M,67
M,73
F,33
M,31
F,21
M,14
 ,21
 ,41
M,35
F,43
M,28
F,57
M,38
M,26
M,59
M,36
 ,33
F,83
M,20
F,85
 ,40
F,38
F,69
M,64
 ,68
 ,29
M,40
F,67
F,70
F,56
 ,57
M,30
M,75
M,31
F,40
 ,56
M,70
 ,38
M,34
F,50
 ,55
M,69
M,19
F,82
M,85
M,53
F,60
 ,68
F,72
 ,70
M,53
 ,45
M,62
F,32
M,23
M,44
F,31
M,47
F,47
M,45
F,70
 ,52
F,37
M,72
M,50
 ,41
M,68
F,5
F,68
F,60
M,82
M,58
F,43
 ,22
F,41
M,44
M,21
 ,20
M,71
F,10
 ,27
F,39
M,79
M,65
M,35
 ,20
 ,38
 ,57
M,71
F,37
M,44
 ,22
F,47
F,76
M,39
M,48
F,23
M,29
F,24
M,43
M,55
M,81
 ,69
M,48
F,34
F,69
 ,38
M,40
F,33
F,61
F,23
 ,45
M,61
F,47
 ,24
M,75
M,24
F,43
F,64
M,21
 ,29
M,26
M,8
 ,56
 ,28
M,89
F,28
M,22
M,37
F,76
F,73
M,73
F,33
M,22
F,40
M,8
 ,26
F,52
F,22
M,21
F,44
F,23
M,75
F,18
M,19
F,53
M,75
M,35
 ,48
M,58
 ,39
M,5
F,45
 ,31
M,21
M,27
M,38
F,21
 ,54
 ,61
F,21
M,73
M,19
M,35
F,59
M,6
 ,41
 ,36
M,30
M,79
 ,38
M,40
F,73
F,58
M,40
M,37
M,70
M,64
F,40
F,32
F,35
F,37
F,67
F,36
M,46
F,46
M,57
F,56
F,66
M,44
F,75
M,74
F,53
F,67
M,51
F,35
M,35
F,89
 ,74
M,80
 ,36
F,62
F,41
F,69
M,80
M,67
M,65
M,63
M,32
M,52
M,77
M,45
M,55
M,48
F,62
F,47
M,29
M,59
M,71
F,82
M,59
F,71
F,89
M,34
F,72
F,29
F,68
F,76
M,46
M,69
F,47
F,67
M,63
M,54
M,61
M,82
F,82
F,93
M,95
F,69
M,41
F,78
F,50
M,80
F,69
M,63
M,77
M,69
M,70
M,0
M,78
F,60
F,71
F,83
 ,64
F,78
M,70
F,70
F,74
M,96
F,105
M,74
F,63
M,84
M,76
M,75
M,59
M,86
F,81
M,100
M,0
M,97
F,84
F,0
F,76
M,60
F,73
M,0
M,85
M,58
M,66
F,58
F,91
F,67
F,47
F,50
F,68
 ,74
F,56
F,32
M,56
F,63
F,80
F,60
M,77
M,33
M,62
F,64
F,34
M,88
M,58
F,72
M,90
M,48
F,83
F,44
M,75
F,53
M,77
M,49
F,53
M,57
F,52
F,70
 ,81
M,82
F,73
F,82
M,60
F,64
F,76
 ,63
F,66
F,62
F,77
F,83
M,40
F,65
F,56
M,37
F,61
M,48
F,72
 ,88
F,57
F,86
 ,62
M,68
F,80
F,52
F,87
M,75
F,96
 ,70
M,68
F,72
M,81
M,94
M,70
F,70
F,52
F,58
M,69
 ,86
F,82
F,81
M,79
M,70
M,74
M,78
M,71
M,58
F,75
M,67
F,84
M,42
F,78
M,52
F,74
M,91
M,66
M,68
M,82
M,80
M,68
M,74
M,102
F,76
M,66
 ,0
F,40
M,75
F,54
M,73
M,41
M,43
 ,61
F,90
F,96
M,38
F,78
F,62
F,51
F,63
M,74
F,64
F,31
F,76
F,69
F,52
 ,50
F,80
 ,81
 ,80
F,94
M,74
M,71
M,75
M,67
M,62
M,36
M,79
F,49
M,68
F,73
F,75
F,54
F,45
 ,53
M,84
M,51
M,86
F,94
M,80
 ,84
F,65
M,82
M,75
F,77
F,83
F,99
M,67
F,58
 ,72
F,56
F,67
F,62
M,59
M,66
F,67
F,79
M,37
F,69
F,77
M,46
F,97
F,38
F,75
F,49
F,51
M,67
M,15
F,84
 ,82
M,50
 ,38
F,42
M,30
M,29
F,54
F,25
M,22
 ,54
M,60
M,34
M,1
M,76
F,75
 ,39
F,14
F,62
M,19
F,1
 ,64
M,44
 ,84
M,26
 ,37
 ,2
F,18
F,39
M,74
M,39
F,20
F,68
 ,72
F,42
 ,78
M,46
F,22
F,35
F,43
F,7
 ,74
 ,38
M,37
 ,25
M,32
 ,28
M,17
M,20
 ,63
M,72
F,36
M,79
F,50
F,62
M,42
F,30
F,30
 ,4
 ,51
F,9
F,42
 ,30
F,26
F,41
 ,36
M,43
 ,27
 ,18
 ,42
 ,72
 ,84
F,21
F,27
 ,18
F,18
