ATM_Address,ATM_City_State,Merchant_Category,Merchant_Name,Transaction_Code,Transaction_Code_Description,Transaction_Type,Transaction_Type_Description,Transaction_Number,Amount_Completed,Transaction_Date,Time_Local_hhmmss,Recurring_Trxn,CustomerID
SHELL,PEMBROKEME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,45,73.93,2025-12-20,71500, ,BSB419574
60 FAIRGROUNDS MKT,SKOWHEGANME,5411,WAL-MART #2143,20,POS Debit        Pri,P,Pinned Settlements  ,0,0.0,2025-12-21,120514, ,BSB159056
90 WATERVILLE,SKOWHEGANME,5541,LANEYS PIT STOP,20,POS Debit        Pri,P,Pinned Settlements  ,34,30.0,2025-12-10,105300, ,BSB340079
CIRCLE K 07013 691,CALAISME,5541,CIRCLE K 07013 6,20,POS Debit        Pri,P,Pinned Settlements  ,55,4.19,2025-12-16,202336, ,BSB006199
689 MAIN STREET,CORINTHME,5912,COMMUNITY PHARMA,20,POS Debit        Pri,P,Pinned Settlements  ,8,65.0,2025-12-12,210352, ,BSB512619
CORINTH,CORINTHME,5541,CORINTH IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,85,5.93,2025-12-12,134600, ,BSB512619
WHITNEYS FAMILY SMK,CORINTHME,5411,WHITNEYS FAMILY,20,POS Debit        Pri,P,Pinned Settlements  ,48,39.66,2025-12-12,161742, ,BSB512619
GOOGLE *SMULE KARAO,MOUNTAIN VIEWCA,5734,GOOGLE *SMULE KA,20,POS Debit        Pri,P,Pinned Settlements  ,90,7.37,2025-12-11,181117, ,BSB512493
900 STILLWATER AVE,BANGORME,5411,WAL-MART #1856,20,POS Debit        Pri,P,Pinned Settlements  ,0,9.05,2025-12-12,173800, ,BSB512493
900 STILLWATER AVE,BANGORME,5411,WAL-MART #1856,20,POS Debit        Pri,P,Pinned Settlements  ,0,66.93,2025-12-19,121800, ,BSB486417
1350 N 1ST ST,HERMISTONOR,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,69,152.46,2025-12-22,104418, ,BSB019643
HANNAFORD #8265 692,LEWISTONME,5411,HANNAFORD #8265,20,POS Debit        Pri,P,Pinned Settlements  ,87,91.83,2025-12-21,140549, ,BSB146747
HANNAFORD #8107 653,BANGORME,5411,HANNAFORD #8107,20,POS Debit        Pri,P,Pinned Settlements  ,18,104.66,2025-12-20,102158, ,BSB175272
HANNAFORD #8443 44,NEWPORTME,5411,HANNAFORD #8443,20,POS Debit        Pri,P,Pinned Settlements  ,27,33.15,2025-12-22,155737, ,BSB318877
80 STEPHEN KING DR,AUGUSTAME,5311,KOHLS 0173,20,POS Debit        Pri,P,Pinned Settlements  ,40,114.95,2025-12-13,105105, ,BSB130831
AMAZON.COM,SEATTLEWA,5942,AMAZON.COM*BJ9CO,20,POS Debit        Pri,P,Pinned Settlements  ,55,12.52,2025-12-15,21025, ,BSB306165
460 ELM STREET,MANCHESTERNH,5411,MARKET BASKET  6,20,POS Debit        Pri,P,Pinned Settlements  ,0,0.0,2025-12-12,194000, ,BSB427428
70 SPRINGER DR,BANGORME,5200,LOWE S #1940,20,POS Debit        Pri,P,Pinned Settlements  ,56,21.08,2025-12-12,120340, ,BSB401291
460 ELM STREET,MANCHESTERNH,5411,MARKET BASKET  6,20,POS Debit        Pri,P,Pinned Settlements  ,0,0.0,2025-12-12,194100, ,BSB427428
HANNAFORD #8138 532,SACOME,5411,HANNAFORD #8138,20,POS Debit        Pri,P,Pinned Settlements  ,71,18.5,2025-12-13,201040, ,BSB453277
706 BROADWAY,BANGORME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,42,13.25,2025-12-15,174128, ,BSB258447
MICROSOFT*XBOX,REDMONDWA,5818,MICROSOFT,20,POS Debit        Pri,P,Pinned Settlements  ,70,24.25,2025-12-12,194845, ,BSB004861
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,52,130.92,2025-12-13,174753, ,BSB210671
51 WESTERN AVE,AUGUSTAME,5814,WENDYS 4691,20,POS Debit        Pri,P,Pinned Settlements  ,52,7.43,2025-12-13,172020, ,BSB173095
98 Main St,SHERMANME,5542,SHERMAN CITGO,20,POS Debit        Pri,P,Pinned Settlements  ,90,30.26,2025-12-15,84609, ,BSB361702
SHELL,BANGORME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,65,120.0,2025-12-10,64200, ,BSB158071
55 THOMASTON COMMON,THOMASTONME,5411,WAL-MART #1797,20,POS Debit        Pri,P,Pinned Settlements  ,0,10.97,2025-12-14,145200, ,BSB173095
460 ELM STREET,MANCHESTERNH,5411,MARKET BASKET  6,20,POS Debit        Pri,P,Pinned Settlements  ,0,115.0,2025-12-12,194000, ,BSB427428
250 W BROADWAY,LINCOLNME,5411,WAL-MART #1919,20,POS Debit        Pri,P,Pinned Settlements  ,87,12.63,2025-12-12,162910, ,BSB279099
180 MAIN ST,FARMINGTONME,5411,FOOD CITY FARMIN,20,POS Debit        Pri,P,Pinned Settlements  ,29,10.66,2025-12-11,170507, ,BSB141094
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,18.35,2025-12-11,181300, ,BSB141094
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,23.52,2025-12-11,180100, ,BSB141094
60 Longview Dr,BangorME,5411,TARGET T-1855,20,POS Debit        Pri,P,Pinned Settlements  ,33,58.0,2025-12-13,100750, ,BSB502074
HANNAFORD #8173 383,BREWERME,5411,HANNAFORD #8173,20,POS Debit        Pri,P,Pinned Settlements  ,88,213.78,2025-12-14,102021, ,BSB317291
10820 KINGS RD,MYRTLE BEACHSC,5411,WAL WAL-MART #06,20,POS Debit        Pri,P,Pinned Settlements  ,29,37.74,2025-12-12,114639, ,BSB404786
SHELL,BANGORME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,60,31.23,2025-12-14,80800, ,BSB306165
900 STILLWATER AVE,BANGORME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,75,108.7,2025-12-14,75915, ,BSB306165
683 TENNEY MOUNTAIN,PLYMOUTHNH,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,70,66.82,2025-12-13,163908, ,BSB486193
10 STEPHEN KING DR,AUGUSTAME,5651,OLD NAVY US 6155,20,POS Debit        Pri,P,Pinned Settlements  ,4,15.83,2025-12-13,100041, ,BSB130831
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*D41YB,20,POS Debit        Pri,P,Pinned Settlements  ,45,347.42,2025-12-15,114948, ,BSB474868
LEWISTON,LEWISTONME,5542,LEWISTON IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,27,50.6,2025-12-14,123100, ,BSB427985
1029 US ROUTE 2,RUMFORDME,5814,MCDONALD S F2275,20,POS Debit        Pri,P,Pinned Settlements  ,0,20.91,2025-12-13,125800, ,BSB339244
201 CIVIC CENTER DR,AUGUSTAME,5411,WAL-MART #2046,20,POS Debit        Pri,P,Pinned Settlements  ,0,26.2,2025-12-14,111900, ,BSB469570
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,1.94,2025-12-12,114000, ,BSB153333
4313 WILLOW RIDGE D,WESTONFL,5814,LITTLE CAESARS 3,20,POS Debit        Pri,P,Pinned Settlements  ,65,14.21,2025-12-12,190402, ,BSB051136
DG 214671991 P J  A,CRESTVIEWFL,5310,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,5,11.61,2025-12-15,92338, ,BSB051136
HANNAFORD #8141 469,DAMARISCOTTAME,5411,HANNAFORD #8141,20,POS Debit        Pri,P,Pinned Settlements  ,48,3.23,2025-12-13,141934, ,BSB009207
SAVERS - 1164 2064,NEWINGTONNH,5931,SAVERS - 1164 20,20,POS Debit        Pri,P,Pinned Settlements  ,41,39.99,2025-12-16,114251, ,BSB394555
HANNAFORD #8187 49,TOPSHAMME,5411,HANNAFORD #8187,20,POS Debit        Pri,P,Pinned Settlements  ,9,8.53,2025-12-13,142046, ,BSB121910
HANNAFORD #8107 653,BANGORME,5411,HANNAFORD #8107,20,POS Debit        Pri,P,Pinned Settlements  ,84,152.77,2025-12-14,132710, ,BSB125617
GREENFIELD,GREENFIELDMA,5542,142 MOHAWK TRAI,20,POS Debit        Pri,P,Pinned Settlements  ,28,30.36,2025-12-14,100600, ,BSB115567
LLBEAN-Home Store M,FreeportME,5651,LLBEAN-Home Stor,20,POS Debit        Pri,P,Pinned Settlements  ,34,75.16,2025-12-14,151942, ,BSB121910
161 E MAIN ST,SEARSPORTME,5541,MARITIME FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,37,4.32,2025-12-17,63521, ,BSB101817
451 HOGAN RD,BANGORME,5542,CITGO HOGAN RD D,20,POS Debit        Pri,P,Pinned Settlements  ,40,50.01,2025-12-17,163553, ,BSB356399
CIRCLE K 07089 53 M,ORONOME,5541,CIRCLE K 07089 5,20,POS Debit        Pri,P,Pinned Settlements  ,0,29.06,2025-12-16,180022, ,BSB356399
LEWISTON,LEWISTONME,5411,SHAWS OSCO 4559,20,POS Debit        Pri,P,Pinned Settlements  ,7,44.45,2025-12-17,165400, ,BSB007022
HANNAFORD #8347 95,AUBURNME,5411,HANNAFORD #8347,20,POS Debit        Pri,P,Pinned Settlements  ,35,48.17,2025-12-16,174614, ,BSB466595
6 ROCKWOOD ROAD,GREENVILLE JUME,5541,BRETON S STORE G,20,POS Debit        Pri,P,Pinned Settlements  ,26,24.5,2025-12-16,133806, ,BSB461963
24 WALTON DR,BREWERME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,13,104.34,2025-12-13,100414, ,BSB274869
HUDSON,HUDSONME,5542,ROGERS MARKET,20,POS Debit        Pri,P,Pinned Settlements  ,41,46.38,2025-12-15,115000, ,BSB226843
45 BANGOR MALL BLVD,BANGORME,5732,NST BEST BUY #46,20,POS Debit        Pri,P,Pinned Settlements  ,56,232.09,2025-12-15,174332, ,BSB061382
66 ALFRED ST,BIDDEFORDME,5541,7-ELEVEN,20,POS Debit        Pri,P,Pinned Settlements  ,56,53.98,2025-12-13,34643, ,BSB210779
HANNAFORD #8173 383,BREWERME,5411,HANNAFORD #8173,20,POS Debit        Pri,P,Pinned Settlements  ,88,20.37,2025-12-12,135953, ,BSB292649
6 WESTERN AVE,KENNEBUNKME,5541,BIG APPLE #1067,20,POS Debit        Pri,P,Pinned Settlements  ,3,9.51,2025-12-13,95031, ,BSB258447
900 STILLWATER AVE,BANGORME,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,18,50.63,2025-12-14,165047, ,BSB061382
15 TIBBETTS DR,BRUNSWICKME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,88,10.52,2025-12-14,150518, ,BSB117123
FARMINGTON,FARMINGTONME,5411,WAL-MART #1866,20,POS Debit        Pri,P,Pinned Settlements  ,48,238.25,2025-12-12,215700, ,BSB141094
NORTHCOUNTRYSHOP&SA,GROVETONNH,5411,NORTHCOUNTRYSHOP,20,POS Debit        Pri,P,Pinned Settlements  ,28,40.21,2025-12-14,121959, ,BSB239581
10115 UNIVERSITY BL,ORLANDOFL,5411,PUBLIX SUPER MAR,20,POS Debit        Pri,P,Pinned Settlements  ,0,7.19,2025-12-17,161551, ,BSB230335
10001 UNIVERSITY B,ORLANDOFL,5541,7-ELEVEN,20,POS Debit        Pri,P,Pinned Settlements  ,6,2.85,2025-12-17,161229, ,BSB230335
CIRCLE K 07002 18 M,NEWPORTME,5542,CIRCLE K 07002 1,20,POS Debit        Pri,P,Pinned Settlements  ,76,54.18,2025-12-21,160730, ,BSB318877
310 NORTH ST,HOULTONME,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,86,9.55,2025-12-20,155013, ,BSB332410
1024 MAIN RD,HOLDENME,5542,G & M FAST FUEL,20,POS Debit        Pri,P,Pinned Settlements  ,44,29.13,2025-12-20,173238, ,BSB214208
HANNAFORD #8173 383,BREWERME,5411,HANNAFORD #8173,20,POS Debit        Pri,P,Pinned Settlements  ,70,80.86,2025-12-21,152003, ,BSB014740
HANNAFORD #8133 500,OLD TOWNME,5411,HANNAFORD #8133,20,POS Debit        Pri,P,Pinned Settlements  ,0,54.45,2025-12-16,160622, ,BSB401291
329 MAIN ST,WATERVILLEME,5814,WENDYS 2887,20,POS Debit        Pri,P,Pinned Settlements  ,78,25.76,2025-12-21,192039, ,BSB288588
30 MAIN RD,BURLINGTONME,9402,USPS PO 22111004,20,POS Debit        Pri,P,Pinned Settlements  ,80,96.1,2025-12-15,113208, ,BSB506128
CIRCLE K 07028 209,BOOTHBAY HARBME,5541,CIRCLE K 07028 2,20,POS Debit        Pri,P,Pinned Settlements  ,65,23.18,2025-12-16,62832, ,BSB326545
702 SW 8TH ST,BENTONVILLEAR,5310,WALMART.COM 8009,20,POS Debit        Pri,P,Pinned Settlements  ,73,34.8,2025-12-13,181750, ,BSB341155
PLAYSTATION NETWORK,FOSTER CITYCA,5818,PLAYSTATION NETW,20,POS Debit        Pri,P,Pinned Settlements  ,79,2.1,2025-12-15,194008, ,BSB482923
461 HIGH ST STE 2,ELLSWORTHME,5599,TRACTOR SUPPLY C,20,POS Debit        Pri,P,Pinned Settlements  ,22,16.87,2025-12-17,84813, ,BSB284879
303 MAIN ST,FARMINGTONME,5814,MCDONALD S F2264,20,POS Debit        Pri,P,Pinned Settlements  ,0,18.0,2025-12-16,120300, ,BSB084941
LINCOLN,LINCOLNME,5533,O REILLY 6145,20,POS Debit        Pri,P,Pinned Settlements  ,23,14.76,2025-12-17,123400, ,BSB415749
YORK,YORKME,5542,MR MIKES MINI-M,20,POS Debit        Pri,P,Pinned Settlements  ,31,39.85,2025-12-17,73600, ,BSB277328
NEWPORT,NEWPORTME,5541,SUNOCO 80012071,20,POS Debit        Pri,P,Pinned Settlements  ,4,30.73,2025-12-17,165700, ,BSB103121
1930 LISBON ST.,LEWISTONME,5541,NINO CORPORATION,20,POS Debit        Pri,P,Pinned Settlements  ,0,5.61,2025-12-16,124300, ,BSB335873
GROVETON,GROVETONNH,5542,GROVETON IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,59,12.83,2025-12-13,142900, ,BSB239581
102 MAIN ST,MEXICOME,5331,FAMILY DOLLAR,20,POS Debit        Pri,P,Pinned Settlements  ,83,45.49,2025-12-15,152030, ,BSB456732
PLAYSTATION NETWORK,FOSTER CITYCA,5818,PLAYSTATION NETW,20,POS Debit        Pri,P,Pinned Settlements  ,61,10.54,2025-12-14,194803, ,BSB482923
461 HIGH ST,ELLSWORTHME,5331,DOLLARTREE,20,POS Debit        Pri,P,Pinned Settlements  ,45,8.33,2025-12-13,91136, ,BSB101711
HANNAFORD #8443 44,NEWPORTME,5411,HANNAFORD #8443,20,POS Debit        Pri,P,Pinned Settlements  ,34,111.5,2025-12-13,135152, ,BSB319940
993 STILLWATER AVEN,OLD TOWNME,5814,MCDONALD S F2712,20,POS Debit        Pri,P,Pinned Settlements  ,0,6.46,2025-12-11,45300, ,BSB401291
460 ELM STREET,MANCHESTERNH,5411,MARKET BASKET  6,20,POS Debit        Pri,P,Pinned Settlements  ,0,30.13,2025-12-14,133300, ,BSB135012
GOOGLE *CANDY CRUSH,MOUNTAIN VIEWCA,5818,GOOGLE *CANDY CR,20,POS Debit        Pri,P,Pinned Settlements  ,6,21.09,2025-12-14,190104, ,BSB437087
24 WALTON DR,BREWERME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,75,7.36,2025-12-15,162550, ,BSB131507
302 MAIN ST,OLD TOWNME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,38,21.46,2025-12-16,130143, ,BSB322208
642 STILLWATER AVE,BANGORME,5331,DOLLAR TREE,20,POS Debit        Pri,P,Pinned Settlements  ,43,17.73,2025-12-16,112651, ,BSB322208
24 WALTON DR,BREWERME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,43,76.73,2025-12-13,182451, ,BSB131507
489 STILLWATER AVEN,BANGORME,5945,HOBBYLOBBY,20,POS Debit        Pri,P,Pinned Settlements  ,29,5.63,2025-12-13,162943, ,BSB131507
CRESTVIEW,CRESTVIEWFL,5541,SFM 424,20,POS Debit        Pri,P,Pinned Settlements  ,25,22.53,2025-12-13,193500, ,BSB051136
900 STILLWATER AVE,BANGORME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,21,6.33,2025-12-12,173239, ,BSB512493
534 MAIN ST,CORINTHME,5211,HAMMOND CORINTH,20,POS Debit        Pri,P,Pinned Settlements  ,87,15.59,2025-12-12,122541, ,BSB512619
90 WATERVILLE,SKOWHEGANME,5541,LANEYS PIT STOP,20,POS Debit        Pri,P,Pinned Settlements  ,32,37.0,2025-12-15,124200, ,BSB340079
689 MAIN ST,CORINTHME,5542,WHITNEY S CITGO,20,POS Debit        Pri,P,Pinned Settlements  ,3,25.26,2025-12-11,125045, ,BSB512619
GOOGLE *CANDY CRUSH,MOUNTAIN VIEWCA,5816,GOOGLE *CANDY CR,20,POS Debit        Pri,P,Pinned Settlements  ,27,21.09,2025-12-13,172249, ,BSB437087
23 PLEASANT ST,MECHANIC FALLME,5541,DAD S PLACE,20,POS Debit        Pri,P,Pinned Settlements  ,51,15.28,2025-12-16,172450, ,BSB260739
1115 UNION ST,BANGORME,5331,DOLLAR TREE,20,POS Debit        Pri,P,Pinned Settlements  ,97,50.48,2025-12-12,201841, ,BSB453277
23 PLEASANT ST,MECHANIC FALLME,5541,DAD S PLACE,20,POS Debit        Pri,P,Pinned Settlements  ,36,4.85,2025-12-16,70946, ,BSB260739
154 PLEASANT ST.,BRUNSWICKME,5814,MCDONALD S F1147,20,POS Debit        Pri,P,Pinned Settlements  ,0,3.87,2025-12-13,181600, ,BSB258447
1573 MAIN ST,PALMYRAME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,52,8.42,2025-12-14,185941, ,BSB210671
HANNAFORD #8220 40,GARDINERME,5411,HANNAFORD #8220,20,POS Debit        Pri,P,Pinned Settlements  ,39,13.17,2025-12-13,135727, ,BSB151119
489 STILLWATER AVEN,BANGORME,5945,HOBBYLOBBY,20,POS Debit        Pri,P,Pinned Settlements  ,12,3.14,2025-12-15,111516, ,BSB311977
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*A34E0,20,POS Debit        Pri,P,Pinned Settlements  ,21,10.58,2025-12-15,115817, ,BSB474868
119 BRIDGTON RD,FRYEBURGME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,26,74.99,2025-12-16,103852, ,BSB508378
HANNAFORD #8384 5 H,YORKME,5411,HANNAFORD #8384,20,POS Debit        Pri,P,Pinned Settlements  ,38,3.94,2025-12-16,150908, ,BSB479189
AUBURN,AUBURNME,5541,AUBURN IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,51,6.94,2025-12-16,173700, ,BSB041396
245 W BROADWAY,LINCOLNME,5251,AUBUCHON HARDWAR,20,POS Debit        Pri,P,Pinned Settlements  ,26,17.92,2025-12-17,133047, ,BSB415749
CUMBERLAND FARMS 55,TILTONNH,5542,CUMBERLAND FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,1,15.2,2025-12-17,111707, ,BSB486193
47 HASKELL RD,BANGORME,5300,SAMS CLUB #6333,20,POS Debit        Pri,P,Pinned Settlements  ,32,248.91,2025-12-18,123625, ,BSB342044
45 MARKETPLACE DR,AUGUSTAME,5300,SAMS CLUB #6462,20,POS Debit        Pri,P,Pinned Settlements  ,31,196.79,2025-12-17,111503, ,BSB365487
CIRCLE K 07020 545,BANGORME,5542,CIRCLE K 07020 5,20,POS Debit        Pri,P,Pinned Settlements  ,48,10.0,2025-12-18,113221, ,BSB342044
WARREN,WARRENME,5411,LINCOLN S COUNT,20,POS Debit        Pri,P,Pinned Settlements  ,17,25.82,2025-12-17,123000, ,BSB191724
WHITE RIVER J,WHITE RIVER JVT,5411,WHITE RIVER COO,20,POS Debit        Pri,P,Pinned Settlements  ,30,18.95,2025-12-18,174300, ,BSB328833
566 UNION ST,BANGORME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,56,65.3,2025-12-17,150202, ,BSB320386
1111 UNION ST,BANGORME,5310,MARSHALLS #674,20,POS Debit        Pri,P,Pinned Settlements  ,10,195.65,2025-12-17,143607, ,BSB320386
900 STILLWATER AVE,BANGORME,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,16,48.45,2025-12-18,140041, ,BSB342044
496 STILLWATER AVE,BANGORME,5661,FAMOUS FOOTWEAR,20,POS Debit        Pri,P,Pinned Settlements  ,88,148.7,2025-12-17,174802, ,BSB175272
20 COMMERCIAL ST,ROCKPORTME,5542,MARITIME FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,86,65.6,2025-12-18,142723, ,BSB264804
NORRIDGEWOCK,NORRIDGEWOCKME,5541,FABIAN OOSOOLA,20,POS Debit        Pri,P,Pinned Settlements  ,36,21.95,2025-12-15,194000, ,BSB288588
CIRCLE K 07041 211,BETHELME,5541,CIRCLE K 07041 2,20,POS Debit        Pri,P,Pinned Settlements  ,70,20.78,2025-12-18,93846, ,BSB063926
DANFORTHS DOWN HOME,PITTSFIELDME,5411,DANFORTHS DOWN H,20,POS Debit        Pri,P,Pinned Settlements  ,40,43.01,2025-12-13,95124, ,BSB497491
HANNAFORD #8109 113,BANGORME,5411,HANNAFORD #8109,20,POS Debit        Pri,P,Pinned Settlements  ,86,169.07,2025-12-13,170846, ,BSB359730
LINCOLN,LINCOLNME,5310,WAL-MART #1919,20,POS Debit        Pri,P,Pinned Settlements  ,68,81.36,2025-12-04,125200, ,BSB056977
SCARBOROUGH,SCARBOROUGHME,5300,COSTCO WHSE #16,20,POS Debit        Pri,P,Pinned Settlements  ,3,14.38,2025-12-17,155000, ,BSB211172
SACO,SACOME,5541,BOB & MIKE MINI,20,POS Debit        Pri,P,Pinned Settlements  ,63,11.51,2025-12-16,101400, ,BSB202821
CIRCLE K # 07104 22,BELFASTME,5542,CIRCLE K # 07104,20,POS Debit        Pri,P,Pinned Settlements  ,1,22.47,2025-12-16,152536, ,BSB214208
23 PLEASANT ST,MECHANIC FALLME,5541,DAD S PLACE,20,POS Debit        Pri,P,Pinned Settlements  ,7,8.0,2025-12-16,152617, ,BSB260739
1917 FOREST AVE,PORTLANDME,5542,7-ELEVEN,20,POS Debit        Pri,P,Pinned Settlements  ,10,10.31,2025-12-16,64150, ,BSB431177
191 MADISON AVE,SKOWHEGANME,5541,CITGO DAMONS QUI,20,POS Debit        Pri,P,Pinned Settlements  ,66,9.11,2025-12-04,73745, ,BSB035066
283 W BROADWAY,LINCOLNME,5331,DOLLAR TREE,20,POS Debit        Pri,P,Pinned Settlements  ,34,31.01,2025-12-04,130325, ,BSB056977
292 NORRIDGEWOCK R,FAIRFIELDME,5541,BIG APPLE #1075,20,POS Debit        Pri,P,Pinned Settlements  ,20,45.19,2025-12-17,170002, ,BSB288588
HANNAFORD #8221 20,WATERBOROME,5411,HANNAFORD #8221,20,POS Debit        Pri,P,Pinned Settlements  ,21,69.64,2025-12-16,114115, ,BSB345807
1161 BROADWAY,BANGORME,5599,TRACTOR SUPPLY #,20,POS Debit        Pri,P,Pinned Settlements  ,0,40.08,2025-12-10,81541, ,BSB390147
SACO,SACOME,5541,SUNOCO 80004717,20,POS Debit        Pri,P,Pinned Settlements  ,62,3.52,2025-12-06,94700, ,BSB202821
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,72,2.1,2025-12-09,183701, ,BSB390781
EDWARDS BROS SUPERM,SEARSPORTME,5411,EDWARDS BROS SUP,20,POS Debit        Pri,P,Pinned Settlements  ,44,36.84,2025-12-11,162840, ,BSB101817
900 STILLWATER AVE,BANGORME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,33,197.54,2025-12-10,175223, ,BSB226843
10 JFK PLZ,WATERVILLEME,5599,TRACTOR SUPPLY C,20,POS Debit        Pri,P,Pinned Settlements  ,16,31.61,2025-12-09,185828, ,BSB125674
DG 2037934 NEWPORT,CORINNAME,5331,DOLLAR GENERAL #,20,POS Debit        Pri,P,Pinned Settlements  ,54,13.03,2025-12-12,101132, ,BSB332637
900 STILLWATER AVE,BANGORME,5411,WM SUPERCENTER #,20,POS Debit        Pri,P,Pinned Settlements  ,92,4.47,2025-12-10,837, ,BSB390147
AMAZON.COM,SEATTLEWA,4816,AMAZON.COM*T29DY,20,POS Debit        Pri,P,Pinned Settlements  ,8,21.09,2025-12-09,221241, ,BSB321096
SHELL,BANGORME,5542,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,42,44.01,2025-12-09,211300, ,BSB453277
GOOGLE *TIKTOK VIDE,MOUNTAIN VIEWCA,5734,GOOGLE *TIKTOK V,20,POS Debit        Pri,P,Pinned Settlements  ,45,2.1,2025-12-09,184026, ,BSB390781
SHELL,MILFORDME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,67,8.88,2025-12-10,73000, ,BSB243710
900 STILLWATER AVE,BANGORME,5411,WAL WAL-MART #18,20,POS Debit        Pri,P,Pinned Settlements  ,40,11.67,2025-12-10,70945, ,BSB390147
SHELL,ELLSWORTHME,5541,SHELL SERVICE S,20,POS Debit        Pri,P,Pinned Settlements  ,45,12.77,2025-12-10,53500, ,BSB109336
Jacks Grocery,BELFASTME,5411,Jacks Grocery,20,POS Debit        Pri,P,Pinned Settlements  ,55,14.66,2025-12-10,143514, ,BSB421149
741 ROOSEVELT TRL,WINDHAMME,5912,WALGREENS STORE,20,POS Debit        Pri,P,Pinned Settlements  ,40,16.85,2025-12-12,140943, ,BSB102698
CUMBERLAND FARMS 54,MANCHESTERNH,5542,CUMBERLAND FARMS,20,POS Debit        Pri,P,Pinned Settlements  ,61,32.56,2025-12-09,211939, ,BSB393905
HANNAFORD #8109 113,BANGORME,5411,HANNAFORD #8109,20,POS Debit        Pri,P,Pinned Settlements  ,36,14.91,2025-12-14,144525, ,BSB499806
HANNAFORD #8330 100,SKOWHEGANME,5411,HANNAFORD #8330,20,POS Debit        Pri,P,Pinned Settlements  ,22,72.95,2025-12-15,163738, ,BSB458811
ELLSWORTH,ELLSWORTHME,5411,SHAWS OSCO 0057,20,POS Debit        Pri,P,Pinned Settlements  ,33,110.38,2025-12-14,123400, ,BSB226790
425 HIGH STREET,ELLSWORTHME,5812,ACADIA PROVISION,20,POS Debit        Pri,P,Pinned Settlements  ,76,66.69,2025-12-14,113348, ,BSB226790
460 ELM STREET,MANCHESTERNH,5411,MARKET BASKET  6,20,POS Debit        Pri,P,Pinned Settlements  ,0,84.0,2025-12-12,194100, ,BSB427428
FALMOUTH,FALMOUTHME,5541,FALMOUTH IRVING,20,POS Debit        Pri,P,Pinned Settlements  ,32,2.57,2025-12-15,120800, ,BSB135012
CIRCLE K 07025 309,FARMINGTONME,5541,CIRCLE K 07025 3,20,POS Debit        Pri,P,Pinned Settlements  ,80,15.26,2025-12-12,180422, ,BSB075904
CIRCLE K 07037 284,AUGUSTAME,5542,CIRCLE K 07037 2,20,POS Debit        Pri,P,Pinned Settlements  ,18,36.41,2025-12-13,153246, ,BSB469570
